2026-02-24 18:11:07,823 INFO    MainThread:86668 [wandb_setup.py:_flush():81] Current SDK version is 0.25.0
2026-02-24 18:11:07,824 INFO    MainThread:86668 [wandb_setup.py:_flush():81] Configure stats pid to 86668
2026-02-24 18:11:07,824 INFO    MainThread:86668 [wandb_setup.py:_flush():81] Loading settings from environment variables
2026-02-24 18:11:07,824 INFO    MainThread:86668 [wandb_init.py:setup_run_log_directory():717] Logging user logs to /Users/tomita/lab/kenshu/kadai2/2-4/wandb/run-20260224_181107-f1fi73mm/logs/debug.log
2026-02-24 18:11:07,824 INFO    MainThread:86668 [wandb_init.py:setup_run_log_directory():718] Logging internal logs to /Users/tomita/lab/kenshu/kadai2/2-4/wandb/run-20260224_181107-f1fi73mm/logs/debug-internal.log
2026-02-24 18:11:07,824 INFO    MainThread:86668 [wandb_init.py:init():844] calling init triggers
2026-02-24 18:11:07,824 INFO    MainThread:86668 [wandb_init.py:init():849] wandb.init called with sweep_config: {}
config: {'device': 'cuda:0', '_wandb': {}}
2026-02-24 18:11:07,824 INFO    MainThread:86668 [wandb_init.py:init():892] starting backend
2026-02-24 18:11:08,071 INFO    MainThread:86668 [wandb_init.py:init():895] sending inform_init request
2026-02-24 18:11:08,093 INFO    MainThread:86668 [wandb_init.py:init():903] backend started and connected
2026-02-24 18:11:08,094 INFO    MainThread:86668 [wandb_init.py:init():973] updated telemetry
2026-02-24 18:11:08,112 INFO    MainThread:86668 [wandb_init.py:init():997] communicating run to backend with 90.0 second timeout
2026-02-24 18:11:08,987 INFO    MainThread:86668 [wandb_init.py:init():1042] starting run threads in backend
2026-02-24 18:11:09,027 INFO    MainThread:86668 [wandb_run.py:_console_start():2524] atexit reg
2026-02-24 18:11:09,027 INFO    MainThread:86668 [wandb_run.py:_redirect():2373] redirect: wrap_raw
2026-02-24 18:11:09,027 INFO    MainThread:86668 [wandb_run.py:_redirect():2442] Wrapping output streams.
2026-02-24 18:11:09,027 INFO    MainThread:86668 [wandb_run.py:_redirect():2465] Redirects installed.
2026-02-24 18:11:09,029 INFO    MainThread:86668 [wandb_init.py:init():1082] run started, returning control to user process
2026-02-24 18:11:09,332 INFO    wandb-AsyncioManager-main:86668 [service_client.py:_forward_responses():134] Reached EOF.
2026-02-24 18:11:09,332 INFO    wandb-AsyncioManager-main:86668 [mailbox.py:close():155] Closing mailbox, abandoning 1 handles.
