2026-02-24 18:40:16,266 INFO    MainThread:89033 [wandb_setup.py:_flush():81] Current SDK version is 0.25.0
2026-02-24 18:40:16,267 INFO    MainThread:89033 [wandb_setup.py:_flush():81] Configure stats pid to 89033
2026-02-24 18:40:16,267 INFO    MainThread:89033 [wandb_setup.py:_flush():81] Loading settings from environment variables
2026-02-24 18:40:16,267 INFO    MainThread:89033 [wandb_init.py:setup_run_log_directory():717] Logging user logs to /Users/tomita/lab/kenshu/kadai2/2-4/wandb/run-20260224_184016-uqbepu78/logs/debug.log
2026-02-24 18:40:16,267 INFO    MainThread:89033 [wandb_init.py:setup_run_log_directory():718] Logging internal logs to /Users/tomita/lab/kenshu/kadai2/2-4/wandb/run-20260224_184016-uqbepu78/logs/debug-internal.log
2026-02-24 18:40:16,267 INFO    MainThread:89033 [wandb_init.py:init():844] calling init triggers
2026-02-24 18:40:16,267 INFO    MainThread:89033 [wandb_init.py:init():849] wandb.init called with sweep_config: {}
config: {'device': 'cuda:0', '_wandb': {}}
2026-02-24 18:40:16,267 INFO    MainThread:89033 [wandb_init.py:init():892] starting backend
2026-02-24 18:40:16,502 INFO    MainThread:89033 [wandb_init.py:init():895] sending inform_init request
2026-02-24 18:40:16,524 INFO    MainThread:89033 [wandb_init.py:init():903] backend started and connected
2026-02-24 18:40:16,526 INFO    MainThread:89033 [wandb_init.py:init():973] updated telemetry
2026-02-24 18:40:16,546 INFO    MainThread:89033 [wandb_init.py:init():997] communicating run to backend with 90.0 second timeout
2026-02-24 18:40:17,314 INFO    MainThread:89033 [wandb_init.py:init():1042] starting run threads in backend
2026-02-24 18:40:17,354 INFO    MainThread:89033 [wandb_run.py:_console_start():2524] atexit reg
2026-02-24 18:40:17,354 INFO    MainThread:89033 [wandb_run.py:_redirect():2373] redirect: wrap_raw
2026-02-24 18:40:17,354 INFO    MainThread:89033 [wandb_run.py:_redirect():2442] Wrapping output streams.
2026-02-24 18:40:17,354 INFO    MainThread:89033 [wandb_run.py:_redirect():2465] Redirects installed.
2026-02-24 18:40:17,356 INFO    MainThread:89033 [wandb_init.py:init():1082] run started, returning control to user process
2026-02-24 18:40:39,980 INFO    wandb-AsyncioManager-main:89033 [service_client.py:_forward_responses():134] Reached EOF.
2026-02-24 18:40:39,980 INFO    wandb-AsyncioManager-main:89033 [mailbox.py:close():155] Closing mailbox, abandoning 1 handles.
